ALKES,ARMSLING NO. M,PCS,84260,0,0,KE,KE,430,BS,2017-08-16,00:00:00,2022-08-15,00:00:00
ALKES,ARMSLING NO. M,PCS,15840,0,0,KE,KE,430,OT,2018-03-20,00:00:00,2023-03-19,00:00:00
ALKES,ARMSLING NO. S,PCS,15840,0,0,KE,KE,431,OT,2018-03-20,00:00:00,2023-03-19,00:00:00
ALKES,ARMSLING NO. XL,PCS,84542,0,0,KE,KE,592,BS,2017-06-09,00:00:00,2022-06-08,00:00:00
ALKES,ARTICULATING PAPER PART DC,PCS,118800,0,0,KE,KE,820,OT,2017-07-25,00:00:00,2022-07-24,00:00:00
ALKES,ASSUCRYL NO,,,,,,,,,,,,
ALKES,ASSUCRYL NO. 2/0 HR-30 MONOSLOW 75 CM,PCS,74406,0,0,KE,KE,801,AS,2017-07-01,00:00:00,2022-07-12,23:59:59
ALKES,ATDPS PACKING PAPER SI-90,ROLL,1010240,0,0,KE,KE,919,SC,2018-05-01,00:00:00,2023-04-30,00:00:00
ALKES,ATDPS PRINTING RIBBON,ROLL,418880,0,0,KE,KE,920,SC,2018-05-01,00:00:00,2023-04-30,00:00:00
ALKES,AUTOCLAV ROLL 3/4 INCHI,ROLL,118087,0,0,KE,KE,342,69,2016-04-02,00:00:00,2021-04-01,00:00:00
ALKES,AUTOCLAVE TAPE 1950 AT1950,ROLL,89100,0,0,KE,KE,904,OT,2018-03-01,00:00:00,2023-02-28,00:00:00
ALKES,BEIN LURUS BESAR,PCS,682000,0,0,KE,KE,538,OT,2014-11-01,00:00:00,2020-01-21,23:59:59
ALKES,AXIMED CONNECTING TUBE 2 FUNNEL,PCS,27500,0,0,KE,KE,682,AX,2016-11-01,00:00:00,2021-11-22,23:59:59
ALKES,BALON ECG/ SUCTION ECG ELEKTRODE,PCS,200750,0,0,KE,KE,397,OT,2017-06-07,00:00:00,2022-06-06,00:00:00
ALKES,BALON TENSIMETER/ BALON MANSET + PENTIL,PCS,165000,0,0,KE,KE,014,RS,2015-08-13,00:00:00,2020-08-11,00:00:00
ALKES,BATERAI ALAT GLUKOSA TEST,PCS,16500,0,0,KE,KE,398,OT,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,BD MICRO FINE 31X5 (ACTRAPID PEN NEEDLE),BUAH,1913,0,0,KE,KE,339,BD,2016-07-28,00:00:00,2021-07-27,00:00:00
ALKES,BD ULTRA-FINE PEN NEEDLE 32GX4MM,PCS,2460,0,0,KE,KE,593,68,2016-01-26,00:00:00,2021-01-24,00:00:00
ALKES,BEIN BENGKOK KANAN,PCS,682000,0,0,KE,KE,537,OT,2014-11-01,00:00:00,2020-01-21,23:59:59
ALKES,BIPOLAR HEAD DIA 46 MM/28 MM,PCS,10272332.4,0,0,KE,KE,543,OT,2015-01-19,00:00:00,2020-01-27,23:59:59
ALKES,BISTURI NO. 10,PCS,3000,0,0,KE,KE,017,70,2016-02-11,00:00:00,2021-02-09,00:00:00
ALKES,BISTURI NO. 13,PCS,3000,0,0,KE,KE,668,BB,2016-09-27,00:00:00,2021-09-26,00:00:00
ALKES,BISTURI NO. 15,PCS,3000,0,0,KE,KE,018,70,2017-08-03,00:00:00,2022-08-02,00:00:00
ALKES,BISTURI NO. 18,PCS,3000,0,0,KE,KE,473,BB,2017-09-06,00:00:00,2022-09-05,00:00:00
ALKES,BISTURI NO. 20,PCS,3000,0,0,KE,KE,019,70,2017-11-09,00:00:00,2022-11-08,00:00:00
ALKES,BISTURI NO. 22,PCS,3000,0,0,KE,KE,020,70,2016-02-11,00:00:00,2021-02-09,00:00:00
ALKES,BISTURI NO. 24,PCS,3000,0,0,KE,KE,436,AE,2017-12-05,00:00:00,2022-12-04,00:00:00
ALKES,BLOOD LANCET,PCS,357.5,0,0,KE,KE,023,E1,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,BONE CURRET UKURAN BESAR 24 CM,PCS,385000,0,0,KE,KE,527,OT,2014-11-01,00:00:00,2020-01-21,23:59:59
ALKES,BONE GRANULES 3-4 MM,PCS,1831500,0,0,KE,KE,683,OT,2017-01-28,00:00:00,2022-01-27,00:00:00
ALKES,BONEWAX CERA,PCS,71500,0,0,KE,KE,025,ET,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,BONGENER 1 CC,BOX,2650000,0,0,KE,KE,798,CG,2017-01-01,00:00:00,2022-07-10,23:59:59
ALKES,BONGENER 2,,,,,,,,,,,,
ALKES,BONGROS H A,PCS,3200000,0,0,KE,KE,026,BA,2017-01-31,00:00:00,2022-01-30,00:00:00
ALKES,BONGRUSH 5 GRAM,PCS,1584000,0,0,KE,KE,665,OT,2016-01-01,00:00:00,2021-07-10,23:59:59
ALKES,BONNET COMPLETE WITH FOREHEAD SIZE L,PCS,888800,0,0,KE,KE,702,ST,2017-01-01,00:00:00,2022-01-30,23:59:59
ALKES,BONNET COMPLETE WITH FOREHEAD SIZE M,PCS,888800,0,0,KE,KE,701,ST,2017-01-01,00:00:00,2022-01-30,23:59:59
ALKES,BONNET COMPLETE WITH FOREHEAD SIZE S,PCS,888800,0,0,KE,KE,700,ST,2017-01-01,00:00:00,2022-01-30,23:59:59
ALKES,CAT GUT CHROMIC NO. 4/0,PCS,1210000,0,0,KE,KE,034,SM,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,BONNET COMPLETE WITH FOREHEAD SIZE XS,PCS,888800,0,0,KE,KE,699,ST,2017-01-01,00:00:00,2022-01-30,23:59:59
ALKES,BOTOL KOSONG COKLAT 10 ML,BOTOL,1980,0,0,KE,KE,647,OT,2016-01-01,00:00:00,2021-04-14,23:59:59
ALKES,BOTOL KOSONG COKLAT 100 ML,BOTOL,3300,0,0,KE,KE,461,OT,2013-04-01,00:00:00,2020-12-31,23:59:59
ALKES,BOTOL KOSONG COKLAT 20 ML,BOTOL,2706,0,0,KE,KE,458,OT,2017-11-22,00:00:00,2022-11-21,00:00:00
ALKES,BOTOL KOSONG COKLAT 30 ML,BOTOL,2200,0,0,KE,KE,459,OT,2015-09-16,00:00:00,2020-09-14,00:00:00
ALKES,BOTOL KOSONG COKLAT 60 ML,BOTOL,2200,0,0,KE,KE,460,OT,2013-04-01,00:00:00,2020-12-31,23:59:59
ALKES,BOTOL KOSONG PLASTIK 1 LITER,PCS,0,0,0,KE,KE,399,OT,,,,
ALKES,CANCELLOUS 6.5,PCS,247500,0,0,KE,KE,663,OT,2016-01-01,00:00:00,2021-07-10,23:59:59
ALKES,CANCELLOUS SCREW 6,,,,,,,,,,,,
ALKES,CANCELLOUS SCREW 6,,,,,,,,,,,,
ALKES,CANCELLOUS SCREW 6,,,,,,,,,,,,
ALKES,CANCELLOUS SCREW 6,,,,,,,,,,,,
ALKES,CANCELLOUS SCREW 6,,,,,,,,,,,,
ALKES,CANCELLOUS SCREW 6,,,,,,,,,,,,
ALKES,CANCELLOUS SCREW 6,,,,,,,,,,,,
ALKES,CANNULATE SCREW D. 3.5 L. 34 MM,PCS,1188000,0,0,KE,KE,911,OT,2018-01-01,00:00:00,2023-04-02,23:59:59
ALKES,CANNULATE SCREW D. 3.5 L. 40 MM,PCS,1188000,0,0,KE,KE,912,OT,2018-01-01,00:00:00,2023-04-02,23:59:59
ALKES,CANNULATE SCREW DIAMETER 4.5 L. 44 MM,PCS,1188000,0,0,KE,KE,791,OT,2017-01-01,00:00:00,2022-07-02,23:59:59
ALKES,CARTRIDGE GENEXPERT (MDR),PCS,158071,0,0,KE,KE,708,OT,2017-01-01,00:00:00,2022-03-16,23:59:59
ALKES,CAT GUT CHROMIC NO. 2,ROL,1237500,0,0,KE,KE,638,14,2015-01-01,00:00:00,2020-11-01,23:59:59
ALKES,CAT GUT CHROMIC NO. 2-0 HRG 38 ROUND BOD,PCS,46769,0,0,KE,KE,669,AS,2016-09-01,00:00:00,2021-09-26,23:59:59
ALKES,CAT GUT CHROMIC NO. 2-0 HSRG 38 CUTT TAP,PCS,46769,0,0,KE,KE,670,AS,2016-09-01,00:00:00,2021-09-26,23:59:59
ALKES,CAT GUT CHROMIC NO. 2/0,ROLL,1237500,0,0,KE,KE,031,SM,2015-11-03,00:00:00,2020-11-01,00:00:00
ALKES,CAT GUT CHROMIC NO. 3/0,PCS,1210000,0,0,KE,KE,032,SG,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,CAT GUT CHROMIC NO. 3/0 HR 27 ROUND BODY,PCS,37203,0,0,KE,KE,671,AS,2016-09-01,00:00:00,2021-09-26,23:59:59
ALKES,CAT GUT CHROMIC NO. 4/0,PCS,1705000,0,0,KE,KE,034,SG,2015-01-01,00:00:00,2020-09-02,23:59:59
ALKES,CAT GUT CHROMIC NO.0 SURGIROLL,ROLL,1089000,0,0,KE,KE,376,SG,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,CAT GUT CHROMIC NO.1,PCS,1237500,0,0,KE,KE,027,SG,2015-11-06,00:00:00,2020-11-04,00:00:00
ALKES,CAT GUT PLAIN NO. 2/0,PCS,1210000,0,0,KE,KE,036,SG,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,CAT GUT PLAIN NO. 3/0,PCS,1705000,0,0,KE,KE,038,SG,2015-09-04,00:00:00,2020-09-02,00:00:00
ALKES,CATHETER TIP 50 CC,PCS,27500,0,0,KE,KE,040,E6,2017-11-25,00:00:00,2022-11-24,00:00:00
ALKES,CATRIDGE TCM (DONASI MDR),KIT,190740,0,0,KE,KE,894,OT,2018-01-01,00:00:00,2023-02-22,23:59:59
ALKES,CERTOFIX DUO PEAD S 513,PCS,726000,0,0,KE,KE,485,70,2014-11-15,00:00:00,2019-11-14,00:00:00
ALKES,CERTOFIX DUO PED S 413,PCS,771375,0,0,KE,KE,041,70,2016-02-18,00:00:00,2021-02-16,00:00:00
ALKES,CERTOFIX DUO V 720,PCS,550000,0,0,KE,KE,042,70,2016-09-28,00:00:00,2021-09-27,00:00:00
ALKES,CERTOFIX MONOPED S 110,PCS,605000,0,0,KE,KE,043,70,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,CERTOFIX TRIO V 720,PCS,650000,0,0,KE,KE,044,70,2016-05-25,00:00:00,2021-05-24,00:00:00
ALKES,CITO BRUS,PCS,2310,0,0,KE,KE,045,CB,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,CLAVICLE RECONSTRUCTION LOCKING PLATE 7H,PCS,3300000,0,0,KE,KE,802,OT,2017-01-01,00:00:00,2022-08-03,23:59:59
ALKES,CLAVICLE RECONSTRUCTION LOCKING PLATE 9H,PCS,3300000,0,0,KE,KE,788,OT,2017-01-01,00:00:00,2022-07-02,23:59:59
ALKES,CORTICAL SCREW DIAMETER 3,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 3,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 3,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 3,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 3,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 3,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 3,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 3,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 3,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 3,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 4,,,,,,,,,,,,
ALKES,CLAVICLE RECONSTRUCTION LOCKING PLATE8H,PCS,3300000,0,0,KE,KE,867,OT,2017-01-01,00:00:00,2022-11-09,23:59:59
ALKES,CORTICAL SCREW DIAMETER 4,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 4,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 4,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 4,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 4,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 4,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 4,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 4,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 4,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 4,,,,,,,,,,,,
ALKES,CORTICAL SCREW DIAMETER 4,,,,,,,,,,,,
ALKES,CLIP ELECTRODE FUKUDA TE-431,PCS,324500,0,0,KE,KE,501,FK,2015-05-29,00:00:00,2020-05-27,00:00:00
ALKES,CORTICAL SCREW DIAMETER 4,,,,,,,,,,,,
ALKES,DISP KNIVE CERATOME 2,,,,,,,,,,,,
ALKES,DISP SIRCUIT CPAP,SET,11594000,0,0,KE,KE,624,ST,2015-01-01,00:00:00,2020-08-30,23:59:59
ALKES,DISP. 1 CC,PCS,1614,0,0,KE,KE,053,E6,2017-05-19,00:00:00,2022-05-18,00:00:00
ALKES,DISP. 1 CC INSULIN,PCS,1249.6,0,0,KE,KE,054,BB,2015-01-01,00:00:00,2020-09-30,23:59:59
ALKES,DISP. 1 CC INSULIN,PCS,2486,0,0,KE,KE,054,E6,2014-11-20,00:00:00,2019-11-19,00:00:00
ALKES,DISP. 10 CC,PCS,2000,0,0,KE,KE,055,E6,2018-03-15,00:00:00,2023-03-14,00:00:00
ALKES,DISP. 20 CC,PCS,3080,0,0,KE,KE,056,E6,2015-06-23,00:00:00,2020-06-21,00:00:00
ALKES,DISP. 3 CC,PCS,1138,0,0,KE,KE,057,E6,2018-05-17,00:00:00,2023-05-16,00:00:00
ALKES,DISP. 30 CC,PCS,5255,0,0,KE,KE,551,E6,2015-06-23,00:00:00,2020-06-21,00:00:00
ALKES,DISP. 5 CC,PCS,1600,0,0,KE,KE,058,E6,2018-05-17,00:00:00,2023-05-16,00:00:00
ALKES,DISP. 50 CC,PCS,7742,0,0,KE,KE,059,E6,2018-02-20,00:00:00,2023-02-19,00:00:00
ALKES,DISP. 50 CC,PCS,5621,0,0,KE,KE,059,NI,2016-01-01,00:00:00,2021-06-29,23:59:59
ALKES,CLOSED SUCTION NO. 10,PCS,261000,0,0,KE,KE,400,83,2016-06-28,00:00:00,2021-06-27,00:00:00
ALKES,DISPOSIBLE MONITOR INVASIF (USA),PCS,1540000,0,0,KE,KE,405,OT,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,DISTAL FEMORAL LCP 5/7/9/11/13 HOLE,PCS,5808000,0,0,KE,KE,754,OT,2017-01-01,00:00:00,2022-05-29,23:59:59
ALKES,DISTAL FIBULA VA-LOC LCP 3 HOLE D 3.5,PCS,5280000,0,0,KE,KE,792,OT,2017-01-01,00:00:00,2022-07-02,23:59:59
ALKES,DISTAL FIBULA VA-LOC LCP 5 HOLE D. 3.5,PCS,5280000,0,0,KE,KE,928,OT,2018-01-01,00:00:00,2023-05-20,23:59:59
ALKES,DISTAL LATERAL HUMERAL LCP 6 HOLE 3.5,PCS,3960000,0,0,KE,KE,857,OT,2017-01-01,00:00:00,2022-10-04,23:59:59
ALKES,DISTAL MEDIAL HUMERAL LCP 8 HOLE 3.5/4.0,PCS,3960000,0,0,KE,KE,834,OT,2017-01-01,00:00:00,2022-09-10,23:59:59
ALKES,DISTAL TIBIAL MEDIAL LCP 10 HOLE 3.5,PCS,4950000,0,0,KE,KE,823,OT,2017-01-01,00:00:00,2022-08-17,23:59:59
ALKES,DISTAL TIBIAL MEDIAL LCP 8 HOLE DIA. 3.5,PCS,4950000,0,0,KE,KE,724,OT,2017-03-02,00:00:00,2022-03-01,00:00:00
ALKES,DISTAL ULNA COLUMN CLAW LCP 3H 2.0/2.5,PCS,5610000,0,0,KE,KE,805,OT,2017-01-01,00:00:00,2022-08-03,23:59:59
ALKES,DRY IMAGER FILM DI-HL/ 20 X 25 CM,BOX,1707200,0,0,KE,KE,502,D3,2017-04-18,00:00:00,2022-04-17,00:00:00
ALKES,ECG GEL 1 LITER,BOTOL,15999.5,0,0,KE,KE,872,Y1,2017-01-01,00:00:00,2022-11-20,23:59:59
ALKES,CLOSED SUCTION NO. 10,PCS,264000,0,0,KE,KE,400,VT,2015-11-04,00:00:00,2020-11-02,00:00:00
ALKES,CLOSED SUCTION NO. 12,PCS,261000,0,0,KE,KE,046,83,2016-06-28,00:00:00,2021-06-27,00:00:00
ALKES,CLOSED SUCTION NO. 12,PCS,204600,0,0,KE,KE,046,VT,2016-04-20,00:00:00,2021-04-19,00:00:00
ALKES,CLOSED SUCTION NO. 14,PCS,261000,0,0,KE,KE,048,83,2016-06-28,00:00:00,2021-06-27,00:00:00
ALKES,CLOSED SUCTION NO. 14,PCS,259800,0,0,KE,KE,048,VT,2016-03-08,00:00:00,2021-03-07,00:00:00
ALKES,CLOSED SUCTION NO. 8,PCS,242000,0,0,KE,KE,050,VT,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,CORTEX SCREW DIAMETER 3.5 L. 12 MM,PCS,132000,0,0,KE,KE,838,OT,2017-01-01,00:00:00,2022-09-10,23:59:59
ALKES,CORTEX SCREW DIAMETER 3.5 L. 22 MM,PCS,132000,0,0,KE,KE,797,OT,2017-01-01,00:00:00,2022-07-09,23:59:59
ALKES,CORTEX SCREW DIAMETER 3.5 L. 40 MM,PCS,132000,0,0,KE,KE,859,OT,2017-01-01,00:00:00,2022-10-31,23:59:59
ALKES,CORTEX SCREW DIAMETER 3.5 L. 50 MM,PCS,132000,0,0,KE,KE,860,OT,2017-01-01,00:00:00,2022-10-31,23:59:59
ALKES,CORTEX SCREW DIAMETER 4.5 L. 26 MM,PCS,132000,0,0,KE,KE,773,OT,2017-01-01,00:00:00,2022-06-06,23:59:59
ALKES,CORTEX SCREW DIAMETER 4.5 L. 34 MM,PCS,132000,0,0,KE,KE,787,OT,2017-01-01,00:00:00,2022-07-02,23:59:59
ALKES,CORTEX SCREW DIAMETER 4.5 L. 42 MM,PCS,132000,0,0,KE,KE,852,OT,2017-01-01,00:00:00,2022-10-04,23:59:59
ALKES,CORTEX SCREW DIAMETER 4.5 L. 50 MM,PCS,132000,0,0,KE,KE,853,OT,2017-01-01,00:00:00,2022-10-04,23:59:59
ALKES,CORTICAL SCREW DIAMETER 4,,,,,,,,,,,,
ALKES,COTTON BUT STERIL,PCS,2750,0,0,KE,KE,365,OT,2012-05-01,00:00:00,2020-06-30,23:59:59
ALKES,CROMIC NO 1 - 0 MTR,M,9600,0,0,KE,KE,326,OT,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,CROMIC NO 2- 0 MTR,M,9600,0,0,KE,KE,321,OT,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,CROMIC NO 3 - 0 ,,,,,,,,,,,,
ALKES,CROSSLINK 50 MM,PCS,2922700,0,0,KE,KE,926,OT,2018-01-01,00:00:00,2023-05-17,23:59:59
ALKES,CUFF INFLATOR CONNECTOR,PCS,5379000,0,0,KE,KE,052,SM,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,CUTTER CAP 4 AG,PCS,100000,0,0,KE,KE,752,SC,2017-01-01,00:00:00,2022-05-22,23:59:59
ALKES,CVC-CNV 703 (CERTOFIX TRIO),PCS,593450,0,0,KE,KE,371,63,2012-06-01,00:00:00,2020-12-31,23:59:59
ALKES,DECOUPLING TUBE SET UNTUK CPAP,PCS,588588,0,0,KE,KE,698,ST,2017-01-01,00:00:00,2022-01-30,23:59:59
ALKES,DELIVERY SYSTEM BC 161 FISHER & P (CPAP),PCS,1569700,0,0,KE,KE,513,OT,2014-08-29,00:00:00,2019-09-07,23:59:59
ALKES,DIACAN ART G16 30 MM HEMODIALISA,PCS,10890,0,0,KE,KE,847,BB,2017-01-01,00:00:00,2022-10-03,23:59:59
ALKES,DIACAP LOPS 15 PS-DIALYSAT GAMM HEMODIAL,PCS,269500,0,0,KE,KE,849,BB,2017-01-01,00:00:00,2022-10-03,23:59:59
ALKES,ELASTIC PIN D. 2.0 L = 440 MM,PCS,1650000,0,0,KE,KE,882,OT,2018-01-01,00:00:00,2023-01-17,23:59:59
ALKES,ELEKTRO SURGICAL PENCIL,PCS,110000,0,0,KE,KE,060,83,2017-12-12,00:00:00,2022-12-11,00:00:00
ALKES,ELEKTRO SURGICAL PENCIL,PCS,85500,0,0,KE,KE,060,GL,2017-04-07,00:00:00,2022-04-06,00:00:00
ALKES,ELEKTRODA RED DOT 2228,PCS,4150,0,0,KE,KE,061,69,2016-04-02,00:00:00,2021-04-01,00:00:00
ALKES,END CAP,,,,,,,,,,,,
ALKES,END-CAP (PFNA) 0 MM,PCS,528000,0,0,KE,KE,879,OT,2017-01-01,00:00:00,2022-12-27,23:59:59
ALKES,ETT NO. 2,PCS,15730,0,0,KE,KE,516,83,2017-01-01,00:00:00,2022-10-29,23:59:59
ALKES,ETT NO. 2,PCS,82280,0,0,KE,KE,516,RS,2015-08-28,00:00:00,2020-08-26,00:00:00
ALKES,ETT NO. 2,,,,,,,,,,,,
ALKES,ETT NO. 2,,,,,,,,,,,,
ALKES,ETT NO. 3,PCS,11400,0,0,KE,KE,063,RM,2016-07-20,00:00:00,2021-07-19,00:00:00
ALKES,ETT NO. 3,PCS,76100,0,0,KE,KE,063,RS,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,ETT NO. 3,,,,,,,,,,,,
ALKES,ETT NO. 3,,,,,,,,,,,,
ALKES,ETT NO. 3,,,,,,,,,,,,
ALKES,ETT NO. 4,PCS,32318,0,0,KE,KE,065,RM,2015-01-01,00:00:00,2020-08-22,23:59:59
ALKES,ETT NO. 4,PCS,71500,0,0,KE,KE,065,RS,2014-11-20,00:00:00,2019-11-19,00:00:00
ALKES,ETT NO. 4,,,,,,,,,,,,
ALKES,ETT NO. 4,,,,,,,,,,,,
ALKES,ETT NO. 4,,,,,,,,,,,,
ALKES,ETT NO. 5,PCS,38819,0,0,KE,KE,067,PO,2016-01-01,00:00:00,2021-02-27,23:59:59
ALKES,ETT NO. 5,PCS,11400,0,0,KE,KE,067,RM,2017-02-07,00:00:00,2022-02-06,00:00:00
ALKES,ETT NO. 5,PCS,76100,0,0,KE,KE,067,RS,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,ETT NO. 5,,,,,,,,,,,,
ALKES,ETT NO. 5,,,,,,,,,,,,
ALKES,ETT NO. 6,PCS,11400,0,0,KE,KE,069,RM,2016-07-20,00:00:00,2021-07-19,00:00:00
ALKES,ETT NO. 6,PCS,495000,0,0,KE,KE,069,RS,2014-06-28,00:00:00,2019-06-27,00:00:00
ALKES,ETT NO. 6,,,,,,,,,,,,
ALKES,ETT NO. 6,,,,,,,,,,,,
ALKES,ETT NO. 7,PCS,11400,0,0,KE,KE,071,RM,2017-02-07,00:00:00,2022-02-06,00:00:00
ALKES,ETT NO. 7,PCS,75000,0,0,KE,KE,071,RS,2015-04-30,00:00:00,2020-04-28,00:00:00
ALKES,ETT NO. 7,,,,,,,,,,,,
ALKES,ETT NO. 7,,,,,,,,,,,,
ALKES,ETT NO. 8,PCS,24200,0,0,KE,KE,073,AX,2016-01-01,00:00:00,2021-02-20,23:59:59
ALKES,ETT NO. 8,PCS,11400,0,0,KE,KE,073,RM,2017-02-07,00:00:00,2022-02-06,00:00:00
ALKES,ETT NO. 8,PCS,71500,0,0,KE,KE,073,RS,2014-11-20,00:00:00,2019-11-19,00:00:00
ALKES,ETT NON KINKING NO. 6,,,,,,,,,,,,
ALKES,ETT NON KINKINK NO. 7,PCS,293108,0,0,KE,KE,074,RS,2015-08-29,00:00:00,2020-08-27,00:00:00
ALKES,ETT NON KINKINK NO. 7,,,,,,,,,,,,
ALKES,ETT NON KINKINK NO. 8,PCS,275000,0,0,KE,KE,076,RS,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,ETT TAPERGUARD NO. 7,PCS,261360,0,0,KE,KE,619,83,2016-02-19,00:00:00,2021-02-17,00:00:00
ALKES,ETT TAPERGUARD NO. 7,,,,,,,,,,,,
ALKES,ETT TAPERGUARD NO. 8,PCS,261360,0,0,KE,KE,621,83,2016-02-19,00:00:00,2021-02-17,00:00:00
ALKES,EUGENOL 20 GRAM BIODINAMICA,PCS,128700,0,0,KE,KE,821,OT,2017-07-25,00:00:00,2022-07-24,00:00:00
ALKES,EUROFIX PRG,PCS,1854477,0,0,KE,KE,931,MD,2018-05-16,00:00:00,2023-05-16,23:59:59
ALKES,EXPIRATORY CASSETTE MAQUET,PCS,16170000,0,0,KE,KE,077,LK,2012-05-01,00:00:00,2020-12-31,23:59:59
ALKES,EXTENSION  TUBE  (SLANG SYRINGE PUMP),PCS,34100,0,0,KE,KE,079,JM,2014-08-30,00:00:00,2019-08-29,00:00:00
ALKES,EXTENSION TUBE  (SLANG SYRINGE PUMP),PCS,24618,0,0,KE,KE,078,E6,2015-08-15,00:00:00,2020-08-13,00:00:00
ALKES,FACE MASK ANESTESI NO 3,PCS,177000,0,0,KE,KE,379,OT,2016-02-27,00:00:00,2021-02-25,00:00:00
ALKES,FACE MASK ANESTESI NO 4,PCS,177000,0,0,KE,KE,380,OT,2016-02-27,00:00:00,2021-02-25,00:00:00
ALKES,FACE MASK ANESTESI NO 5,PCS,177000,0,0,KE,KE,381,OT,2016-02-27,00:00:00,2021-02-25,00:00:00
ALKES,FEEDER CUP,PCS,148500,0,0,KE,KE,525,OT,2014-11-24,00:00:00,2020-01-19,23:59:59
ALKES,FEEDING TUBE NO 20,PCS,7370,0,0,KE,KE,374,AX,2015-01-01,00:00:00,2020-10-27,23:59:59
ALKES,FEEDING TUBE NO 20,PCS,0,0,0,KE,KE,374,TR,,,,
