11,'ded40c812ff734cacf1eb38838dadc0b',ALEGI TABLET,,TABLET,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,1485,1/1/2018,0:01,31/12/2025,0:00
12,'ad3c9eaae1521578ce3d55e603d756c7',ALGISITE 10 X 10 CM,,ALKES,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,110000,1/1/2018,0:01,31/12/2025,0:00
13,'c2974e341073db66750c48ac8cda4e28',ALINAMIN TAB 5 MG,,TABLET,YA,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,600,1/1/2018,0:01,31/12/2025,0:00
14,'209de1a3d3bdd53f9b556d04c30bcd9e',ALINAMIN-F 50 MG TABLET,,TABLET,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,"916,67",1/1/2018,0:01,31/12/2025,0:00
15,'c5c0658b75f30badb76da12b7e1a5f5c',ALKOHOL SWABS,,ALKES,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,"161,7",1/1/2018,0:01,31/12/2025,0:00
16,'1288c734256009be5aa5eb2b2fc88093',ALLERON 4 MG TABLET,,TABLET,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,0,1/1/2018,0:01,31/12/2025,0:00
17,'16454371a9e2b867f318a888abb183e7',"ALLEVYN ADH 12,5 X 12,5 CM",,ALKES,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,123200,1/1/2018,0:01,31/12/2025,0:00
18,'83fbc303ecf528fc9b51a7a7a60edb88',"ALLEVYN ADHESIVE 7,5 X 7,5 CM",,ALKES,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,63800,1/1/2018,0:01,31/12/2025,0:00
19,'69ff834399bf34b6a7dcf86a66b01bd0',ALLEVYN NON ADH 10 X 10 CM,,ALKES,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,73700,1/1/2018,0:01,31/12/2025,0:00
20,'db51f503b6ae8be3c781e69cb1337df2',ALLEVYN NON ADH 10 X 20 CM/1X20,,ALKES,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,118250,1/1/2018,0:01,31/12/2025,0:00
21,'e214308c5215e0c9f56bf480710e84f6',ALLOPURINOL TABLET,,TABLET,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,180,1/1/2018,0:01,31/12/2025,0:00
22,'0f7523e306fb2227b96e9948617ae269',ALPARA KAPLET,,TABLET,YA,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,900,1/1/2018,0:01,31/12/2025,0:00
23,'015c66fc5f0e6f3ed24ea3554c0a8e2a',ALPHAMED PENCIL CAUTER,,ALKES,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,110000,1/1/2018,0:01,31/12/2025,0:00
24,'004cd798577ef35899cb6120d5339091',"ALPRAZOLAM 0,5MG TABLET",,TABLET,YA,YA,YA,YA,TIDAK,YA,TIDAK,,,"574,75",1/1/2018,0:01,31/12/2025,0:00
25,'e02db9371d89c1eed6346571a94aa1a5',ALPRAZOLAM 1 MG TAB,,TABLET,YA,YA,YA,YA,TIDAK,YA,TIDAK,,,972,1/1/2018,0:01,31/12/2025,0:00
26,'8aa7247bf85ab917c02e870d82058d61',AMBROXOL SYRUP,,SIRUP,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,4000,1/1/2018,0:01,31/12/2025,0:00
27,'53f710999a3373c36ce4dab86a6a429c',AMBROXOL TABLET 30MG,,TABLET,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,"143,68",1/1/2018,0:01,31/12/2025,0:00
28,'e6998ddcd9a44aa1cb961ffdd682f2b6',AMINOFUSIN PAED 250 ML,,CAIRAN,TIDAK,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,101200,1/1/2018,0:01,31/12/2025,0:00
29,'d6ab81dfe02f02d2fca039e554c417c7',AMINOPHILLIN 24 MG INJEKSI,,INJEKSI,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,6800,1/1/2018,0:01,31/12/2025,0:00
30,'82b8333940bf9ab7401f2a81369c8582',AMINOSTERIL INFANT 6% 100 ML,,CAIRAN,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,83600,1/1/2018,0:01,31/12/2025,0:00
31,'fd3c37edba6e20d2f1c4781357b2905d',AMITRIPTILLIN 25 MG TAB,,TABLET,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,0,1/1/2018,0:01,31/12/2025,0:00
32,'fe505eb8692f9a15652b606ad223c91b',AMLODIPINE 10 MG,,TABLET,YA,YA,YA,YA,TIDAK,TIDAK,YA,,,1200,1/1/2018,0:01,31/12/2025,0:00
33,'c677d77e2281b816c449aef2917c86d3',AMLODIPINE 5 MG,,TABLET,YA,YA,YA,YA,TIDAK,TIDAK,YA,,,960,1/1/2018,0:01,31/12/2025,0:00
34,'6533fb044f53e4242385affbd9c2dfd0',AMOXICILLIN 500 MG KAPLET,,TABLET,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,500,1/1/2018,0:01,31/12/2025,0:00
35,'c614367784555085d5af895020ca9cbb',AMOXSAN 1 G INJEKSI,,INJEKSI,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,23430,1/1/2018,0:01,31/12/2025,0:00
36,'e959fda03fe50b66a93dcec2bbb3b056',AMOXSAN 250 MG KAPSUL,,KAPSUL,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,1705,1/1/2018,0:01,31/12/2025,0:00
37,'1e8cfd6452e0bf4977edb20af19d28dd',AMOXSAN 500 MG KAPSUL,,KAPSUL,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,3410,1/1/2018,0:01,31/12/2025,0:00
38,'7704b43a56e201a181f9caabc709b8ab',AMOXSAN DRY SYRUP 60 ML,,SIRUP,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,23430,1/1/2018,0:01,31/12/2025,0:00
39,'192c9e666d8c8bbbcfd86b4a45ea7d19',AMOXSAN FORTE SYRUP 60 ML,,SIRUP,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,33330,1/1/2018,0:01,31/12/2025,0:00
40,'e486a1865e81040fe8dfd5955692c9f3',AMOXSAN PAED DROPS 15 ML,,SIRUP,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,23430,1/1/2018,0:01,31/12/2025,0:00
41,'f2af35a4fd9ad6cd017fc9619076bc9d',AMPICILLIN 500 MG,,TABLET,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,450,1/1/2018,0:01,31/12/2025,0:00
42,'a6e993ddb1791a3867e80652eb704aa3',ANALSIK TABLET,,TABLET,YA,YA,YA,YA,TIDAK,YA,TIDAK,,,"1556,5",1/1/2018,0:01,31/12/2025,0:00
43,'e4d4b347fce5300684a50e2fe37327f1',ANTALGIN 500 MG TABLET (STRIP),,TABLET,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,"254,9",1/1/2018,0:01,31/12/2025,0:00
44,'d73730957b64c90c070db274a08ad915',ANTASIDA DOEN SYRUP 60 ML,,SIRUP,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,3850,1/1/2018,0:01,31/12/2025,0:00
45,'793721a49d4c0c9ad626bdaf2750fd03',ANTASIDA DOEN TABLET,,TABLET,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,"116,5",1/1/2018,0:01,31/12/2025,0:00
46,'0f253377b7624cdb60a1aac4b933d1ab',APIALYS DROP 10 ML,,SIRUP,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,41250,1/1/2018,0:01,31/12/2025,0:00
47,'d9c93c1c35fb6417473a8c0292f241a7',APIALYS SYRUP 100 ML,,SIRUP,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,33000,1/1/2018,0:01,31/12/2025,0:00
48,'1cd3f84026f6059d46a3058927d0ec8d',ASAM MEFENAMAT 500 MG KAPLET,,TABLET,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,205,1/1/2018,0:01,31/12/2025,0:00
49,'9e12e6e1ca06e69a12b25e6ee6be57a5',ASAM VALPROAT SYRUP,,SIRUP,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,46200,1/1/2018,0:01,31/12/2025,0:00
50,'25d09fa3bf9b1d1ab5f93c5c8c551162',ASERING OTSUKA 500 CC,,CAIRAN,YA,YA,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,27170,1/1/2018,0:01,31/12/2025,0:00
51,'552978f13174bcd6bfa84593d912f884',ASPILET CHEW TAB,,TABLET,YA,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,,,"571,34",1/1/2018,0:01,31/12/2025,0:00
52,'7fdc5de32ec0ce24fb38de934638a9fe',ASTHAROL TAB 4 MG,,TABLET,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,1221,1/1/2018,0:01,31/12/2025,0:00
53,'b7cfcbacebd71d12fa96ec2928beaf70',"ATROPIN 0,25 MG INJEKSI",,INJEKSI,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,2000,1/1/2018,0:01,31/12/2025,0:00
54,'41b6a50e3f1ca93506b2fc74fc1082fa',ATS 1500 IU INJEKSI,,INJEKSI,YA,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,,,181500,1/1/2018,0:01,31/12/2025,0:00
55,'dd5f0a59acfb2e2c774e99470169eecf',AVIL 25 MG TABLET,,TABLET,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,"1711,84",1/1/2018,0:01,31/12/2025,0:00
56,'52b19da263fd74774e8dd932c3fec52c',AZOMAX DRY SYRUP,,SIRUP,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,101750,1/1/2018,0:01,31/12/2025,0:00
57,'38a821154f89c296389012918481b19e',AZYTHROMYCIN DRY SYRUP,,SIRUP,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,49500,1/1/2018,0:01,31/12/2025,0:00
58,'ae90e3d562d0a778dadeed9d2df7dbd4',BACTESYN 0.75 G INJEKSI,,INJEKSI,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,100100,1/1/2018,0:01,31/12/2025,0:00
59,'c934f3902210c6c10ce64ad2e4ab804d',"BACTESYN 1,5G",,INJEKSI,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,188650,1/1/2018,0:01,31/12/2025,0:00
60,'3803902794cc22e6942e7c2e5831a54c',BECOM - C KAPLET,,TABLET,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,"1391,5",1/1/2018,0:01,31/12/2025,0:00
61,'a0d5d527729a5ba10f3e323196fc3a90',BENUTRION VE  INFUS 250 ML,,CAIRAN,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,110770,1/1/2018,0:01,31/12/2025,0:00
62,'18fafb5d25095469399759451008abc9',BETADIN KUMUR 100 ML,,CAIRAN,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,20500,1/1/2018,0:01,31/12/2025,0:00
63,'cb71020d472a1938aa35180f64f233b5',BETADINE SOL 30 ML,,CAIRAN,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,17270,1/1/2018,0:01,31/12/2025,0:00
64,'d705dbe51066ca911bf424c88c9b3ac7',BETASON - N KRIM 5 G,,CREAM,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,13475,1/1/2018,0:01,31/12/2025,0:00
65,'973bce0d1a955310f286613a565df5a6',BIAYA PUYER,,BIAYA PUYER,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,0,1/1/2018,0:01,31/12/2025,0:00
66,'153dc9ae0118e1cb8eca5d2af5800a9d',BIO - ATP KAPLET,,TABLET,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,"2355,98",1/1/2018,0:01,31/12/2025,0:00
67,'4d817ae86ea333d85b3ba2a99aeeffb7',BIOPLACENTON JELLY 15 G,,CREAM,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,17050,1/1/2018,0:01,31/12/2025,0:00
68,'64eb0fd2e0c62ffbdfd769702e98d207',BIOTHICOL 250 MG KAPSUL,,KAPSUL,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,"1908,5",1/1/2018,0:01,31/12/2025,0:00
69,'fc0a25d4d52950bbf4586cda390b0bc9',BIOTHICOL 500 MG KAPSUL,,KAPSUL,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,3817,1/1/2018,0:01,31/12/2025,0:00
70,'c8873de546816d63d396f8578e49d404',BIOTHICOL DRY SYRUP 60 ML,,SIRUP,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,21890,1/1/2018,0:01,31/12/2025,0:00
71,'09475a5333c635f5498be2fadb0936ad',BIOTHICOL FORTE DS 60 ML,,SIRUP,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,60500,1/1/2018,0:01,31/12/2025,0:00
72,'6fa7a2e46aa2311c0183e17370edcdf2',BISOLVON INJEKSI,,INJEKSI,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,58234,1/1/2018,0:01,31/12/2025,0:00
73,'68228832bde912a13bc332f6c230dd41',BISOLVON SOLUTION NEBULIZER,,INJEKSI,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,75130,1/1/2018,0:01,31/12/2025,0:00
74,'1377f6ac4eb48e15a75f12e28e51f09e',BISOPROLOL 5 MG,,TABLET,YA,YA,YA,YA,TIDAK,TIDAK,YA,,,"2321,67",1/1/2018,0:01,31/12/2025,0:00
75,'cf6453049cc0d1a76d8b9145e8d308a9',BLADE MESS AESCULAP 22,,ALKES,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,0,1/1/2018,0:01,31/12/2025,0:00
76,'c1916154806624af8f8cb580c33f1aa8',BLEDSTOP INJEKSI,,INJEKSI,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,7700,1/1/2018,0:01,31/12/2025,0:00
77,'e8f21a32a053aae2244844ae8c6e11fe',BLEDSTOP TABLET,,TABLET,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,"577,5",1/1/2018,0:01,31/12/2025,0:00
78,'c087812d364ecf6e8051c8dadcb994e6',BLOOD SET TERUMO (TBA),,ALKES,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,28050,1/1/2018,0:01,31/12/2025,0:00
79,'7d4bc25fb2f8745dbc6581a2034751ae',BLOODSET COSMO,,ALKES,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,5566,1/1/2018,0:01,31/12/2025,0:00
80,'baf7ec09c16a6e261cb296b4ae69869a',BOORTALK 3% 100 G,,BEDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,5000,1/1/2018,0:01,31/12/2025,0:00
81,'008cf4f38e12a696fff8035ea1dc190c',BOORTALK 5% 100 G,,BEDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,5000,1/1/2018,0:01,31/12/2025,0:00
82,'64ae527a36753af0ea405052407f6bac',BRAXIDIN TABLET,,TABLET,YA,TIDAK,YA,YA,TIDAK,YA,TIDAK,,,1045,1/1/2018,0:01,31/12/2025,0:00
83,'c25927caf1c530733de4229247426d2f',BREATHY TETES HIDUNG,,TETES HIDUNG,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,41250,1/1/2018,0:01,31/12/2025,0:00
84,'5a3b67a3bb2006e4b49006f40e6583d0',BRICASMA INJEKSI,,INJEKSI,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,"20929,26",1/1/2018,0:01,31/12/2025,0:00
85,'b708f32e9727bf8cca7561287fe7624b',BROADCED 1 G INJEKSI,,INJEKSI,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,214500,1/1/2018,0:01,31/12/2025,0:00
86,'018ea6b74eefae581dfdc417dca60958',BRONKIPECT TABLET,,TABLET,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,1100,1/1/2018,0:01,31/12/2025,0:00
87,'2263727467448dbb5ab3b7b840985c6e',BUFFER FORMALIN 10% 1 LITER,,CAIRAN,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,225500,1/1/2018,0:01,31/12/2025,0:00
88,'aa1869dbc3cf02347319c2bb1f832ef2',BUFFER FORMALIN 10% 500 ML,,CAIRAN,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,112750,1/1/2018,0:01,31/12/2025,0:00
89,'309c30a13fa3dae5d2a800442398ef38',BURNAZIN KRIM 35 G,,CREAM,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,56045,1/1/2018,0:01,31/12/2025,0:00
90,'c8faed252f8fdd67d8fc045b7be9ea3a',BUSCOPAN INJEKSI,,INJEKSI,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,"32920,5",1/1/2018,0:01,31/12/2025,0:00
91,'1b48ab3110d6a8b632380817f8923807',BUSCOPAN TABLET,,TABLET,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,0,1/1/2018,0:01,31/12/2025,0:00
92,'cda5d5fbb62048e0cba528d039c860a3',BYE-BYE FEVER ANAK,,ALKES,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,9361,1/1/2018,0:01,31/12/2025,0:00
93,'b9fb6d724f483220ab5bbba753584f99',BYE-BYE FEVER BAYI,,ALKES,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,"6572,5",1/1/2018,0:01,31/12/2025,0:00
94,'21e811af4e36f674bff16b3c558820e7',CAL-95 KAPLET,,TABLET,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,5280,1/1/2018,0:01,31/12/2025,0:00
95,'37eba74a65213ef8f32ecd59e8b38e24',CALSIUM GLUCONAS INJEKSI,,INJEKSI,YA,YA,TIDAK,YA,TIDAK,TIDAK,TIDAK,,,"17966,67",1/1/2018,0:01,31/12/2025,0:00
96,'d1ad57ac3c62d76f7bb7fca880448bfe',"CAPTOPRIL 12,5 MG TABLET",,TABLET,YA,YA,TIDAK,YA,TIDAK,TIDAK,YA,,,0,1/1/2018,0:01,31/12/2025,0:00
97,'366de7a757d92fb857ae16a35bef1c8f',CAPTOPRIL 25 MG TABLET,,TABLET,YA,YA,TIDAK,YA,TIDAK,TIDAK,YA,,,"151,53",1/1/2018,0:01,31/12/2025,0:00
98,'e1e6d594c2fa23c807baee863d194538',CATGUT PLAIN 3/0 ONEMED,,ALKES,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,8500,1/1/2018,0:01,31/12/2025,0:00
99,'fc3382b1c3e5b2277720f6d0ac0e2298',CATGUT PLAIN 3/0 SELLA,,ALKES,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,13500,1/1/2018,0:01,31/12/2025,0:00
100,'483e70f212606b75d538b7ad38f88277',CEFADROXIL 500 MG KAPSUL,,KAPSUL,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,"611,5",1/1/2018,0:01,31/12/2025,0:00
101,'24be5307ffc036fc29c05104567929ab',CEFAT 250 MG KAPSUL,,KAPSUL,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,"5527,5",1/1/2018,0:01,31/12/2025,0:00
102,'400a96677e5ee631f7cf802819961492',CEFAT 500 MG KAPSUL,,KAPSUL,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,"10884,5",1/1/2018,0:01,31/12/2025,0:00
103,'3e36c19026888a31aa1c02464f9d0a8f',CEFAT DRY SYRUP 60 ML,,SIRUP,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,44770,1/1/2018,0:01,31/12/2025,0:00
104,'2d91a62d28f89d92c4c4350c05f86f08',CEFAT FORTE DRY SYRUP 60 ML,,SIRUP,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,77550,1/1/2018,0:01,31/12/2025,0:00
105,'384095870e03d22efcb8402d44214461',CEFILA 100MG,,KAPSUL,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,19250,1/1/2018,0:01,31/12/2025,0:00
106,'e7e25c8cf117b53b710cc0d9bf43eee0',CEFILA DROP / DRY SYRUP,,SIRUP,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,91300,1/1/2018,0:01,31/12/2025,0:00
107,'af20d230541c7510deb6015d64f09ff9',CEFIXIM 100 MG KAPSUL,,KAPSUL,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,"1000,01",1/1/2018,0:01,31/12/2025,0:00
108,'bf3c2048aba76c48a1f1a3069e2b62fc',CEFIXIME DRY SYRUP 30 ML,,SIRUP,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,14000,1/1/2018,0:01,31/12/2025,0:00
109,'1f19aeeedf237d32fb991c68fb9ea65e',CEFOTAXIM 1 G INJEKSI,,INJEKSI,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,6930,1/1/2018,0:01,31/12/2025,0:00
110,'011aac507e1a31ca7e7aafed30135bab',CEFSPAN 100 MG KAPSUL,,KAPSUL,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,24200,1/1/2018,0:01,31/12/2025,0:00
111,'8ffeb78c13bd8fc86a4efea81613520e',CEFSPAN 200 MG KAPSUL,,KAPSUL,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,38500,1/1/2018,0:01,31/12/2025,0:00
112,'e4ef61bc6ac2e56170a140d84c43d252',CEFSPAN DRY SYRUP 30 ML,,SIRUP,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,108900,1/1/2018,0:01,31/12/2025,0:00
113,'c8d3237095d79bc88a58e2fb633f4fb7',CEFTRIAXONE 1 G INJEKSI,,INJEKSI,YA,YA,YA,YA,TIDAK,TIDAK,TIDAK,,,39600,1/1/2018,0:01,31/12/2025,0:00
114,'1463c05c8a9d33943308aa38530488da',CEFXON INJ,,INJEKSI,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,231000,1/1/2018,0:01,31/12/2025,0:00
115,'884754be2fe8c2d01084b2e673e5b3b5',CELESTAMINE SYRUP 30 ML,,SIRUP,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,"38668,99",1/1/2018,0:01,31/12/2025,0:00
116,'6a5408612bd035344bbe0ba3be16d999',"CENDO GENTA 0,3% SALEP MATA",,SALEP MATA,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,40013,1/1/2018,0:01,31/12/2025,0:00
117,'9c27ea8a82949654cbdbd82835645abb',"CENDO GENTA 0,3% T.M. 5 ML",,TETES MATA ,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,31213,1/1/2018,0:01,31/12/2025,0:00
118,'4c944ababe0ea9dc219e94647decfcc1',CENDO STATROL T.M. 5 ML,,TETES MATA ,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,20075,1/1/2018,0:01,31/12/2025,0:00
119,'766f4091de4121e5020c5462cde0703f',CENDO XITROL T.M. 5 ML,,TETES MATA ,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,29975,1/1/2018,0:01,31/12/2025,0:00
120,'19b53c189a1128ab0bf5eff66c4f79a8',CEPHALEXIN 500 MG KAPSUL,,KAPSUL,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,1380,1/1/2018,0:01,31/12/2025,0:00
121,'5103a92047f0e1aaa7551acf07a96e97',CERINI SYRUP,,SIRUP,TIDAK,TIDAK,YA,TIDAK,TIDAK,TIDAK,TIDAK,,,41580,1/1/2018,0:01,31/12/2025,0:00
122,'8a38b5b4d47888fda5c4ff8fe7b67eea',CERNEVIT INJEKSI,,INJEKSI,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,179300,1/1/2018,0:01,31/12/2025,0:00
123,'a3b7aaaa4bab8ef4acf707b2e9034f46',CERVARIX,,INJEKSI,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,TIDAK,,,583000,1/1/2018,0:01,31/12/2025,0:00
